compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class
rotenone boss,0.316427998210308,1.77515709283193,2,DSigDB,unknown,,True,ene_one,excluded
cpc006 ht29 24h-curcumin-480,0.324513420524519,1.42663330130049,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
1-amino-4-hydroxyanthraquinone,0.329174931258941,1.92929351371857,2,DSigDB,unknown,,True,quinone,excluded
cpc006 lovo 6h-curcumin-480,0.329995239010177,1.54774126451674,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc011 vcap 6h-diphenylcyclopropenone-100,0.333181951007303,2.86109706193191,1,LINCS_L1000_Chem_Pert_down,unknown,,True,ene_one,excluded
idebenone,0.333181951007303,2.86109706193191,2,DSigDB,unknown,,True,ene_one,excluded
catechol-195 mgkg in saline-rat-bone marrow-3d-up,0.33568100272052,1.30619304265828,2,DrugMatrix,unknown,,True,catechol,excluded
genistein-20 mgkg in corn oil-rat-liver-025d-dn,0.348244264262523,1.27922389683217,2,DrugMatrix,activator,medium,True,literature_classified,positive
curcumin ii,0.349865722091683,2.56290215021757,1,DSigDB,activator,high,True,literature_classified,positive
cpc006 cl34 6h-curcumin-480,0.350740811386594,1.51616640142372,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 ncih1836 6h-curcumin-480,0.352737379450205,1.40425041341103,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
curcumin ttd 00007338,0.357587477680226,1.46996545234063,2,DSigDB,activator,high,True,literature_classified,positive
3-methoxycatechol,0.366132878780452,2.30764101311785,1,DSigDB,unknown,,True,catechol,excluded
genistein-20 mgkg in corn oil-rat-liver-3d-dn,0.367107093188881,1.19184084561016,2,DrugMatrix,activator,medium,True,literature_classified,positive
cpc006 rmugs 6h-curcumin-480,0.374642968691948,1.53378761573286,1,LINCS_L1000_Chem_Pert_up,activator,high,True,literature_classified,positive
cpc006 rko 6h-curcumin-480,0.384855318900799,1.30116924459534,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 vcap 6h-curcumin-480,0.397397980098802,1.09824310994656,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc001 vcap 24h-rottlerin ncgc00025228-11-100,0.398392581439426,1.22543448444037,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
910-phenanthrenequinone ttd 00001360,0.398392581439426,1.22543448444037,2,DSigDB,unknown,,True,quinone,excluded
catechol-40 mgkg in saline-rat-kidney-025d-up,0.405046899114155,1.03495921537967,2,DrugMatrix,unknown,,True,catechol,excluded
cpc017 npc 24h-piceatannol-100,0.405131081907041,1.18952169184363,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,resveratrol_analog,excluded
catechol-195 mgkg in saline-rat-spleen-1d-up,0.407412193938649,1.01553612666479,1,DrugMatrix,unknown,,True,catechol,excluded
2-methoxy-14-naphthoquinone ttd 00000605,0.412537208297311,1.72827199315345,1,DSigDB,unknown,,True,quinone,excluded
dihydrorotenone,0.412537208297311,1.72827199315345,1,DSigDB,unknown,,True,ene_one,excluded
fisetin ttd 00008038,0.412537208297311,1.72827199315345,1,DSigDB,activator,medium,True,literature_classified,positive
cpc006 ags 6h---gallocatechin gallate-888,0.418804759360938,1.23577686918817,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
cpc004 hcc515 24h-rottlerin-100,0.42630173637085,1.0324998302172,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
genistein-20 mgkg in corn oil-rat-liver-1d-up,0.43233889020912,0.927159456646755,2,DrugMatrix,activator,medium,True,literature_classified,positive
cpc006 hcc515 24h-curcumin-480,0.43746801455021,0.985801120143398,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 ncih2073 6h-curcumin-480,0.458116642383454,0.942557946643732,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
14-naphthoquinone,0.46917820220315,1.2307033700543,1,DSigDB,unknown,,True,quinone,excluded
idebenone-2500 mgkg in cmc-rat-liver-1d-up,0.473078140917831,0.803388076897979,2,DrugMatrix,unknown,,True,ene_one,excluded
24-dihydroxybenzophenone,0.482465327248286,1.13781804905569,2,DSigDB,unknown,,True,ene_one,excluded
catechol-195 mgkg in saline-rat-liver-5d-up,0.484276929179285,0.770213995850995,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-liver-025d-up,0.495413994561001,0.738411110571767,2,DrugMatrix,unknown,,True,catechol,excluded
cpc002 vcap 24h-quercetin-100,0.495420506796577,1.05422630842278,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
kaempferol boss,0.509867874871167,0.796568908666709,2,DSigDB,activator,medium,True,literature_classified,positive
catechol-195 mgkg in saline-rat-bone marrow-5d-dn,0.513818260966913,0.688293371251742,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 u937 6h-curcumin-480,0.527428740816263,0.693375105426946,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 hct116 6h-curcumin-480,0.533486253505625,0.674715711944056,1,LINCS_L1000_Chem_Pert_up,activator,high,True,literature_classified,positive
idebenone-2500 mgkg in cmc-rat-liver-025d-dn,0.549415299180926,0.601133762751826,2,DrugMatrix,unknown,,True,ene_one,excluded
catechol-195 mgkg in saline-rat-spleen-1d-dn,0.553214465627444,0.592009530532249,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 sw948 6h-curcumin-480,0.555454561130354,0.637162620606239,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
genistein ttd 00008196,0.555499800686032,0.739903843934916,2,DSigDB,activator,medium,True,literature_classified,positive
cpc018 phh 24h-apigenin triacetate-100,0.566630083600046,0.692558248164881,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,medium,True,literature_classified,positive
kaempferol ttd 00008767,0.577482206673572,0.649110012383664,1,DSigDB,activator,medium,True,literature_classified,positive
cpc006 snuc4 6h-curcumin-480,0.597955049270891,0.51423969630012,1,LINCS_L1000_Chem_Pert_down,activator,high,True,literature_classified,positive
cpc006 efo27 6h-curcumin-480,0.597955049270891,0.51423969630012,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 sw620 6h---gallocatechin gallate-888,0.608438137736289,0.538348014158315,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
catechol-195 mgkg in saline-rat-liver-1d-dn,0.608817712523948,0.469801455478273,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 ags 6h-curcumin-480,0.624063425177748,0.44114491324386,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 ov7 6h-curcumin-480,0.624552652353925,0.447665491409703,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 vcap 24h-curcumin-480,0.626670214741861,0.433616606872964,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 vcap 6h-rottlerin ncgc00025228-11-968,0.627807298815539,0.477797138054693,1,LINCS_L1000_Chem_Pert_down,unknown,,True,literature_classified,excluded
cpc014 ht29 6h-genistein-100,0.630985542929506,0.432621628396899,1,LINCS_L1000_Chem_Pert_up,activator,medium,True,literature_classified,positive
catechol-40 mgkg in saline-rat-spleen-025d-dn,0.638816295588753,0.410784596753787,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-liver-1d-up,0.64118570962266,0.40846300608798,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-bone marrow-3d-dn,0.646099264012069,0.397236094155594,2,DrugMatrix,unknown,,True,catechol,excluded
cpc002 hcc515 6h-quercetin-100,0.646220154118645,0.425677786971883,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
hydroquinone-800 mgkg in cmc-rat-kidney-3d-dn,0.646491086087182,0.397727232360124,2,DrugMatrix,unknown,,True,quinone,excluded
catechol-40 mgkg in saline-rat-kidney-3d-up,0.646491086087182,0.397727232360124,2,DrugMatrix,unknown,,True,catechol,excluded
cpc018 skb 24h-rottlerin ncgc00025228-11-100,0.649768200720319,0.390872516921203,1,LINCS_L1000_Chem_Pert_down,unknown,,True,literature_classified,excluded
cpc018 npc 24h-piceatannol-100,0.649768200720319,0.390872516921203,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,resveratrol_analog,excluded
cpc004 hcc515 24h-epicatechin monogallate-100,0.649768200720319,0.402318473615501,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
cpc006 pl21 6h-curcumin-480,0.649768200720319,0.390872516921203,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
genistein-375 mgkg in corn oil-rat-liver-025d-up,0.653177858976839,0.385724125496848,2,DrugMatrix,activator,medium,True,literature_classified,positive
purpurin,0.655082785590976,0.402318473615501,1,DSigDB,unknown,,True,literature_classified,excluded
genistein-375 mgkg in corn oil-rat-liver-5d-up,0.669562410232201,0.357257456228365,2,DrugMatrix,activator,medium,True,literature_classified,positive
hydroquinone-800 mgkg in cmc-rat-kidney-1d-up,0.670881695108291,0.353252173866713,2,DrugMatrix,unknown,,True,quinone,excluded
luteolin ttd 00009051,0.672148813196935,0.360245593083302,1,DSigDB,activator,medium,True,literature_classified,positive
cpc006 efo27 6h-rottlerin ncgc00025228-11-968,0.679373909625745,0.331135601680701,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
catechol-40 mgkg in saline-rat-liver-1d-dn,0.681085157892174,0.333842598484488,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-liver-3d-dn,0.682321694876431,0.33598236639859,2,DrugMatrix,unknown,,True,catechol,excluded
idebenone-2500 mgkg in cmc-rat-liver-3d-up,0.685462423504247,0.330861245759857,2,DrugMatrix,unknown,,True,ene_one,excluded
catechol-40 mgkg in saline-rat-liver-1d-up,0.712810967332862,0.290202296226078,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 skmel28 6h---gallocatechin gallate-888,0.717355997442551,0.264118333470603,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
hydroquinone-800 mgkg in cmc-rat-kidney-1d-dn,0.72159184416246,0.275068273210041,2,DrugMatrix,unknown,,True,quinone,excluded
cpc004 hcc515 6h-benzopurpurin b-100,0.732390200801018,0.238014556949901,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
cpc006 ncih508 6h-curcumin-480,0.732390200801018,0.238014556949901,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
cpc006 t3m10 6h-curcumin-480,0.732390200801018,0.238014556949901,1,LINCS_L1000_Chem_Pert_up,activator,high,True,literature_classified,positive
cpc006 thp1 6h-rottlerin ncgc00025228-11-968,0.732440961906838,0.240181155997447,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
genistein-20 mgkg in corn oil-rat-liver-025d-up,0.732987602640895,0.258602030290882,2,DrugMatrix,activator,medium,True,literature_classified,positive
catechol-195 mgkg in saline-rat-bone marrow-5d-up,0.735390909432749,0.252584391153057,2,DrugMatrix,unknown,,True,catechol,excluded
cpc018 npc 24h-rottlerin ncgc00025228-11-100,0.745637697197292,0.215827696863602,1,LINCS_L1000_Chem_Pert_down,unknown,,True,literature_classified,excluded
catechol-40 mgkg in saline-rat-spleen-025d-up,0.746773582409611,0.239366096936476,1,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-kidney-3d-dn,0.747151135312524,0.236170017118389,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-liver-025d-dn,0.75003159958942,0.232233902944915,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 a673 6h-curcumin-480,0.751485512718811,0.211941726160591,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",activator,high,True,literature_classified,positive
gossypol ttd 00008290,0.752013933732217,0.20567499034817,2,DSigDB,unknown,,True,literature_classified,excluded
cpc017 npc 24h-aminogenistein-100,0.752013933732217,0.20567499034817,1,LINCS_L1000_Chem_Pert_up,activator,medium,True,literature_classified,positive
cpc004 hcc515 24h-hypericin-100,0.752013933732217,0.20567499034817,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
cpc006 ht29 24h-rottlerin ncgc00025228-11-968,0.755543054701019,0.212562723283887,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
gossypol boss,0.758230644178816,0.196092080267762,2,DSigDB,unknown,,True,literature_classified,excluded
idebenone-2500 mgkg in cmc-rat-liver-1d-dn,0.766815802735041,0.20994004540048,2,DrugMatrix,unknown,,True,ene_one,excluded
cpc004 hcc515 6h-rottlerin-100,0.770201320910123,0.1784844175999,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
catechol-195 mgkg in saline-rat-bone marrow-1d-dn,0.777533324029152,0.196262472032791,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-kidney-1d-up,0.777533324029152,0.196262472032791,2,DrugMatrix,unknown,,True,catechol,excluded
cpc004 hcc515 24h-benzopurpurin b-100,0.781580417802029,0.162731776710491,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
cpc006 ncih596 6h-curcumin-480,0.787057299393142,0.155477292939281,1,LINCS_L1000_Chem_Pert_up,activator,high,True,literature_classified,positive
catechol-195 mgkg in saline-rat-liver-025d-dn,0.790405219068311,0.180391625622366,2,DrugMatrix,unknown,,True,catechol,excluded
hydroquinone-800 mgkg in cmc-rat-kidney-5d-up,0.790405219068311,0.180391625622366,2,DrugMatrix,unknown,,True,quinone,excluded
catechol-40 mgkg in saline-rat-liver-3d-dn,0.797851543217416,0.171480872004693,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 tyknu 6h-rottlerin ncgc00025228-11-968,0.807627971319151,0.130028007296786,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,True,literature_classified,excluded
genistein-375 mgkg in corn oil-rat-liver-3d-up,0.81443280276792,0.152331780328277,2,DrugMatrix,activator,medium,True,literature_classified,positive
idebenone-2500 mgkg in cmc-rat-liver-025d-up,0.81671217389639,0.149772854765837,2,DrugMatrix,unknown,,True,ene_one,excluded
genistein-20 mgkg in corn oil-rat-liver-3d-up,0.834161736531931,0.130757689850093,2,DrugMatrix,activator,medium,True,literature_classified,positive
hydroquinone-800 mgkg in cmc-rat-kidney-5d-dn,0.853883692554796,0.107574229761775,2,DrugMatrix,unknown,,True,quinone,excluded
genistein-375 mgkg in corn oil-rat-liver-025d-dn,0.857899457214843,0.10364076920427,2,DrugMatrix,activator,medium,True,literature_classified,positive
cpc004 hcc515 6h-hypericin-100,0.861742838321151,0.0752182551371349,1,LINCS_L1000_Chem_Pert_up,unknown,,True,literature_classified,excluded
catechol-40 mgkg in saline-rat-kidney-1d-dn,0.86375021359076,0.0980048945878288,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-liver-5d-dn,0.869397666045768,0.0926710403107443,2,DrugMatrix,unknown,,True,catechol,excluded
cpc006 hec108 6h-curcumin-480,0.875109639215945,0.064093941636989,1,LINCS_L1000_Chem_Pert_up,activator,high,True,literature_classified,positive
genistein-375 mgkg in corn oil-rat-liver-1d-up,0.881811122347154,0.0813106378387268,2,DrugMatrix,activator,medium,True,literature_classified,positive
catechol-40 mgkg in saline-rat-bone marrow-1d-dn,0.885167782671431,0.078324133063645,1,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-kidney-025d-dn,0.903639175050978,0.0625369669151519,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-40 mgkg in saline-rat-liver-5d-up,0.907832835158653,0.0591052659262428,2,DrugMatrix,unknown,,True,catechol,excluded
genistein-20 mgkg in corn oil-rat-liver-1d-dn,0.912887374765866,0.0525472623023277,2,DrugMatrix,activator,medium,True,literature_classified,positive
catechol-195 mgkg in saline-rat-kidney-5d-dn,0.923550881303215,0.0445089484718349,2,DrugMatrix,unknown,,True,catechol,excluded
idebenone-2500 mgkg in cmc-rat-liver-5d-up,0.936299697690625,0.0354090329053268,2,DrugMatrix,unknown,,True,ene_one,excluded
catechol-195 mgkg in saline-rat-kidney-3d-dn,0.944326664830271,0.029971262473595,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-kidney-3d-up,0.944326664830271,0.029971262473595,2,DrugMatrix,unknown,,True,catechol,excluded
genistein-20 mgkg in corn oil-rat-liver-5d-up,0.961153063636092,0.0177674389136278,2,DrugMatrix,activator,medium,True,literature_classified,positive
catechol-195 mgkg in saline-rat-kidney-1d-dn,0.974063447887181,0.0108884570106796,2,DrugMatrix,unknown,,True,catechol,excluded
hydroquinone-800 mgkg in cmc-rat-kidney-3d-up,0.979084255494641,0.0084223220383118,2,DrugMatrix,unknown,,True,quinone,excluded
catechol-40 mgkg in saline-rat-bone marrow-025d-dn,0.98350213028424,0.0063619582067453,2,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-kidney-1d-up,0.997159209521324,0.0006958389060774,1,DrugMatrix,unknown,,True,catechol,excluded
catechol-195 mgkg in saline-rat-kidney-5d-up,0.999705948578598,3.55511263132271e-05,2,DrugMatrix,unknown,,True,catechol,excluded
